hours_studied,attendance,pass
14.80330404900776,6.9361300875165455,1
11.583671539449861,10.077800137742665,1
2.9807352230125863,1.8221825651549728,0
0.08283175685403599,9.44429607559284,0
12.231921426822513,68.30067734163569,1
10.602860157714257,7.118864846022898,1
10.93510752061481,31.89756302937613,1
11.569055200289187,84.48753109694546,1
1.1106697760113553,2.3271935735825866,0
5.376985928164089,81.44684825889358,1
1.7380358928769457,28.185477477339994,1
12.946551388133903,11.816482762165625,1
9.349471902413368,69.67371653641507,0
4.963470372789738,62.8942846779884,0
0.9533752542903545,87.74720135270529,0
4.664734825734933,73.50710438038858,0
4.877749830401205,80.34809303848486,0
10.94409267507096,28.203457257130648,0
9.563362070328196,17.743954377972283,1
13.308191138644897,75.06147516408583,1
7.08322387742924,80.6834739267264,1
1.7939136890745255,99.05051420006733,0
10.698671808344924,41.26176769114265,1
11.411775729253462,37.201808579278314,1
8.419157963542444,77.64129607419969,1
11.564507699318415,34.08035402530179,1
7.406933945465861,93.07573256035647,0
7.840992440729911,85.84127518430118,1
6.413115275378244,42.89940273750184,0
0.3812869011614278,75.08710677914974,0
1.6183714048995668,75.45428740846823,0
0.47143778530101377,10.31238688359326,0
9.546156168956706,90.25529066795667,1
4.7153397161449,50.525237244785714,0
7.628560367470541,82.64574661077417,1
13.613497108891396,32.00496010306117,0
3.739383437233124,89.55232284962005,0
6.155743845534446,38.92016787341631,0
11.333267078145731,1.083765148029836,1
3.431972482374337,90.53819764192636,0
1.154698647431895,9.128667678613356,0
4.346271793706521,31.93136375904149,0
2.4183193088100663,95.0061967050805,0
13.945464785138595,95.06071469375561,1
12.121805693466253,57.34378881232861,1
9.501056347656352,63.183721216979926,0
13.071908852815765,44.84455219783198,0
12.055081153486716,29.321077169806454,1
2.7985508832905377,32.8664545369916,0
13.388384977349666,67.25184560770384,1
8.09013362873476,75.237452943768,1
12.111602327460938,79.15790437258485,1
13.4413694988524,78.96181427945538,0
4.770052124577958,9.120610304869036,0
1.6507788679151514,49.442030470258146,0
3.4190274381291252,5.755876001664428,0
6.406616829393845,54.95288823237355,0
12.270221488837397,44.1530501373377,1
12.910958748845152,88.77041827582998,1
0.10428195796786055,35.09150125520787,1
7.661209538663486,11.706701642760587,0
6.261165047231685,14.299168205283586,0
3.3316171570609536,76.15106317174723,0
1.797980510005242,61.82180633162611,0
5.06422757105442,10.112267612279025,0
14.143645558687787,8.410680611499743,1
4.848043980311329,70.096913145912,0
7.781859326150491,7.276300636419353,0
10.545284383427667,82.18600592903562,1
5.454444035689409,70.62422271564962,0
14.57673124081441,8.134878064189976,1
14.436709424131669,8.483771408519193,1
3.7767344373804623,98.66395785011754,0
7.4587275883857815,37.427079575612034,0
4.513174647251545,37.06421470668909,0
4.272607415662014,81.27995672575025,0
0.5533042103179919,94.72485773838586,0
9.143465009698453,98.6001063822871,0
7.540185348432923,75.33781852589416,1
0.7721812687498403,37.62595855309158,1
4.179696963549172,8.350071669866876,0
13.623988289499806,77.71469159274368,1
3.5934283600045864,55.840424973580504,0
2.1734230813683464,42.42220092469763,0
7.3417914041634456,90.6354385094736,1
14.78475681165901,11.119748230615134,1
3.630829072672506,49.262510429085914,0
10.082033211088179,1.1353644767419069,1
11.424294229930764,46.86606419941263,0
3.564563159885995,5.630327568183735,1
10.923245229177894,11.881791626807193,0
5.516746990788798,11.752624677710488,1
9.484587458903691,64.92103021160635,1
9.50294566141342,74.60448792654233,0
8.036620261121378,58.336876509715964,0
1.3543465508161245,96.21725484745419,0
12.52953743383857,37.48705795237041,1
4.811700974576038,28.571208628186074,0
2.7977776559978134,86.85991281894603,0
0.6116271233214587,22.359583851945263,0
8.863394147823627,96.32225394406113,1
10.163465427634236,1.2154474689816341,1
0.24881743391784228,96.98788267076391,0
7.681395874489215,4.315991195057611,0
3.3974366279690695,89.11431136980711,0
9.677591856141747,52.77011090862999,0
2.6154964350748715,99.29647961193004,0
10.364066071536989,7.379656473539886,1
5.801030194508061,55.38542844013208,0
14.050949831051017,96.9302535619099,1
2.0628141621898988,52.30978441701488,0
5.115995265753877,62.93986381352625,0
1.702102818608836,69.57486889846172,0
13.870404274178442,45.454106476777326,1
13.160090300714716,62.75580800840635,1
3.869124415727334,58.43143119231002,0
9.899760690512686,90.11580104909889,1
12.258333003018237,4.5446380341457875,1
8.328012173991935,28.096318959223034,0
7.944758675340097,95.04114840765587,1
3.627784363506775,89.02637838909163,0
1.396541517088488,45.56567527857129,0
13.458236369299902,62.013259780153675,1
13.506270857449957,27.738118298113267,1
9.496521859099019,18.81211597237613,0
5.0854468657305105,46.36984049399822,0
5.238143619189914,35.33522280260528,0
10.889335183053591,58.365611185087204,0
13.456653899288657,7.773463696498483,1
13.30629636397676,97.43948076661665,1
11.698133187864357,98.62107444796028,1
9.630474692314316,69.81617140197451,0
1.2620994749257326,53.60963663441204,0
2.4244307114192063,30.952761628632775,0
13.478312827906189,81.37950197069486,1
9.09643589489385,68.47311725538793,0
0.13795577424944472,16.26169393448913,0
1.5220731429904815,91.09271844938425,0
9.952526536620837,82.2537242923169,1
0.0759237576932803,94.9799913291924,0
2.41212077126248,72.571950838836,0
8.231006840498791,61.34151959357899,0
10.378427965390399,41.82430362906189,1
9.779418892539008,93.27284833540132,1
3.3640396419083967,86.60638895004084,0
10.682688320213037,4.521867010618941,1
3.558736312452001,2.6366974497252005,0
4.880995472389015,37.64633668780496,0
11.197371076770363,81.0553330781833,1
9.74449348570822,98.72761293149445,1
12.73835115741267,15.041689110352818,1
9.86419338450515,59.41307153521351,0
8.524629050032074,38.08908566310215,0
1.4051215174213871,96.99143978146031,1
5.515737045891503,84.21189231357087,1
3.9780355152258817,83.83287047111378,0
3.659844650686254,46.86931597949703,0
14.595158321286684,41.48195023376652,1
5.896465870001406,27.340707193070624,0
13.380698327656699,5.6375496650927115,1
9.467079389958943,86.47223762550531,1
11.922169553124727,81.29010091300776,1
7.539556396577882,99.97176732861305,1
8.653558269395386,99.66368370739053,1
7.387765407282958,55.543170560262745,0
2.9286448169706674,76.89874151805105,0
10.83678172892258,94.47657298824281,1
4.211585436612837,84.96473906774115,0
0.3647394964718076,24.734810174319765,0
9.682084438607518,45.05441353100935,0
2.6566601911057344,12.915941515149498,0
14.106878765293715,95.40510272587224,1
14.30892865503881,60.617463445088006,0
13.722965853306729,22.864280550346272,1
5.552380503831666,67.17006844058567,0
0.23184924793301143,61.81282404578958,0
13.924778438815881,35.81627180328405,1
6.422762224759715,11.355759219962902,0
14.499822285655043,67.15731955927996,1
14.454299656338792,52.03077009037933,1
12.795141832010401,77.23183917356393,1
4.416733381043786,52.01635011119934,0
5.776465929028879,85.21815003185401,1
12.767050072752854,55.190683877448556,1
4.753830077344165,56.093797153538624,0
2.5423912002913873,87.66536026583451,1
8.352018936875252,40.3482866212397,0
14.042321612411715,13.401522845064074,1
10.440446950124596,2.8782676313338973,1
8.550917551340474,75.5137255673619,1
1.4576474065615281,62.03095513534647,0
9.225108400487546,70.40797680992236,0
14.850807751563949,21.296416150891073,1
2.1012602285478605,13.637147558676975,0
7.774944785456051,1.4544665667881929,1
13.160596078919331,35.058755880659696,1
11.111529266313067,58.991768685463306,1
10.45523611492902,39.22440450997323,1
10.53726125980664,43.747492202372904,1
5.3923672682963275,90.41586944937484,0
4.403877663967401,34.82554670233004,1
12.140417332177705,51.39894891598108,1
12.15170092018771,78.3653012741143,1
13.006084778701556,39.65427823212701,0
13.698608288347069,62.20867002278735,1
7.670135982914067,86.23637087467452,1
7.522744420307994,94.9520623657642,1
11.974427684501627,14.707348092903793,1
9.749458961666477,92.65876251614944,0
10.52950315886555,49.21162930795382,1
11.936890041541515,25.824438829895836,1
13.350080127263494,45.913575623826134,1
5.069927352773037,98.0032575285477,1
5.63374428959916,49.26180939928696,0
1.409729097613035,32.875161028750824,0
8.67420211494261,63.34008543167258,0
0.5391341069511313,24.014561877819308,0
6.983970271986903,7.586332810866391,0
8.13966952061365,12.887972191064922,0
4.298118781924266,12.804583895777244,0
8.862498908535162,15.190269351229436,0
0.45750374908574143,13.882717264941014,0
0.5602228312382163,64.08747448032146,1
12.339008409894873,18.188008439914483,0
5.402859621168943,34.56672833238632,0
1.9059076897782719,89.67884099060119,0
7.833648900822066,47.39616402628724,0
11.549903296479162,66.75577385210272,1
3.2373154124526478,17.231987120162984,0
9.343357137285004,19.228901880867078,0
1.28021197490652,4.086861626647886,0
